ref,N,hang,mult
NC_000001.10:214830169-214830842,205,1,0
NC_000001.10:214832037-214832408,103,3,0
NC_000001.10:214836931-214837278,27,2,0
NC_000001.10:215179043-215179381,143,1,0
NC_000001.10:215239936-215240301,68,0,0
NC_000001.10:215256426-215256945,37,1,0
NC_000001.10:215259649-215260153,113,1,0
NC_000001.10:215297850-215298194,75,3,0
NC_000001.10:215342446-215342796,96,0,0
NC_000001.10:215345185-215345532,57,5,0
NC_000001.10:215368181-215368543,44,0,0
NC_000001.10:215408042-215408647,132,3,0
NC_000001.10:215740802-215741244,28,2,0
NC_000001.10:215746965-215747601,102,3,0
NC_000001.10:215749084-215749419,27,0,0
NC_000001.10:215750878-215751204,73,3,4
NC_000001.10:215751243-215751569,52,2,4
NC_000001.10:215752248-215752592,29,0,0
NC_000001.10:215753070-215753411,52,2,0
NC_000001.10:215754171-215754441,24,1,0
NC_000001.10:215759694-215760032,77,2,0
NC_000001.10:215768580-215768930,40,0,0
NC_000001.10:215775117-215775633,130,2,0
NC_000001.10:215777347-215777718,51,0,0
NC_000001.10:215781249-215781626,77,2,0
NC_000001.10:215785069-215785404,47,1,0
NC_000001.10:215791326-215791652,31,0,0
NC_000001.10:215792168-215792743,173,2,0
NC_000001.10:215793260-215794084,226,0,0
NC_000001.10:215798922-215799266,49,2,0
NC_000001.10:215802099-215802553,110,2,0
NC_000001.10:215803361-215803723,37,1,0
NC_000001.10:215807746-215808176,97,2,0
NC_000001.10:215812357-215812728,33,0,0
NC_000001.10:215813884-215814231,81,3,0
NC_000001.10:215820840-215821214,34,1,0
NC_000001.10:215821845-215822272,54,2,0
NC_000001.10:215823935-215824288,27,2,0
NC_000001.10:215844159-215844669,137,0,0
NC_000001.10:215847329-215849060,567,1,0
NC_000001.10:215853386-215853834,87,3,0
NC_000001.10:215901230-215901746,185,0,0
NC_000001.10:215914628-215914972,32,0,0
NC_000001.10:215916404-215916736,78,1,0
NC_000001.10:215931894-215932238,43,0,0
NC_000001.10:215932891-215933250,90,0,0
NC_000001.10:215939895-215940260,77,1,0
NC_000001.10:215953174-215953533,46,0,0
NC_000001.10:215955330-215955650,87,6,0
NC_000001.10:215956000-215956368,32,0,0
NC_000001.10:215959887-215960222,104,2,0
NC_000001.10:215963294-215963718,137,2,0
NC_000001.10:215972181-215972587,115,1,0
NC_000001.10:215987005-215987349,57,2,0
NC_000001.10:215990253-215990624,41,1,0
NC_000001.10:216011213-216011551,34,0,0
NC_000001.10:216017525-216017890,64,1,0
NC_000001.10:216019146-216019508,37,1,0
NC_000001.10:216040210-216040590,83,0,0
NC_000001.10:216051006-216051362,87,0,0
NC_000001.10:216052071-216052575,132,4,0
NC_000001.10:216061741-216062571,219,1,0
NC_000001.10:216073300-216073662,52,1,0
NC_000001.10:216073936-216074274,76,2,0
NC_000001.10:216107866-216108228,68,1,0
NC_000001.10:216138552-216138926,15,0,0
NC_000001.10:216143831-216144196,64,0,0
NC_000001.10:216166215-216166538,97,2,0
NC_000001.10:216172100-216172450,73,3,0
NC_000001.10:216173580-216173924,58,2,0
NC_000001.10:216219693-216220070,24,0,0
NC_000001.10:216221751-216222119,57,2,0
NC_000001.10:216243435-216243785,95,1,0
NC_000001.10:216246156-216246773,119,0,0
NC_000001.10:216251424-216251848,43,0,0
NC_000001.10:216256735-216257103,54,1,0
NC_000001.10:216257915-216258286,32,1,0
NC_000001.10:216259921-216260301,44,2,0
NC_000001.10:216262212-216262565,97,4,0
NC_000001.10:216270344-216270703,84,0,0
NC_000001.10:216348369-216348965,56,0,0
NC_000001.10:216363443-216363781,49,1,0
NC_000001.10:216369807-216370169,76,2,0
NC_000001.10:216371537-216371982,73,0,0
NC_000001.10:216372823-216373496,127,0,0
NC_000001.10:216380548-216380901,46,2,0
NC_000001.10:216390632-216391000,45,0,0
NC_000001.10:216405196-216405576,18,0,0
NC_000001.10:216419796-216420641,217,3,0
NC_000001.10:216424200-216424559,54,0,0
NC_000001.10:216462508-216462876,75,1,0
NC_000001.10:216465424-216465801,73,2,0
NC_000001.10:216495111-216495485,48,1,0
NC_000001.10:216496726-216497126,140,0,0
NC_000001.10:216497441-216497770,33,1,0
NC_000001.10:216498512-216498933,85,2,0
NC_000001.10:216500804-216501133,110,1,0
NC_000001.10:216538200-216538520,78,0,0
NC_000001.10:216591817-216592170,86,0,0
NC_000001.10:216595118-216595877,168,2,0
NC_000001.10:216680087-216680591,59,1,0
NC_000001.10:216692389-216692804,54,4,0
NC_000001.10:216737430-216737810,79,1,0
NC_000001.10:216741284-216741631,69,2,0
NC_000001.10:216824242-216824568,40,2,0
NC_000001.10:216850405-216850986,173,4,0
NC_000001.10:216880547-216880918,65,2,0
NC_000001.10:216896529-216896870,48,0,0
NC_000001.10:217604299-217604818,118,0,0
NC_000001.10:217622438-217622779,44,2,0
NC_000001.10:217664851-217665198,34,1,0
NC_000001.10:217671509-217671859,37,1,0
NC_000001.10:217688025-217688366,54,1,0
NC_000001.10:217783294-217783866,106,1,0
NC_000001.10:217784194-217784571,87,2,0
NC_000001.10:217787350-217787676,50,0,0
NC_000001.10:217793042-217793952,321,0,0
NC_000001.10:217804233-217804848,155,2,0
NC_000001.10:217822108-217822428,59,1,0
NC_000001.10:217824331-217824672,39,2,0
NC_000001.10:217842299-217842634,34,1,0
NC_000001.10:217856521-217856853,69,3,0
NC_000001.10:217915143-217915478,36,1,0
NC_000001.10:217947587-217947964,85,1,0
NC_000001.10:217955399-217955776,70,0,0
NC_000001.10:217974938-217975285,34,0,0
NC_000001.10:218035929-218036267,49,0,0
NC_000001.10:218458547-218458879,45,0,0
NC_000001.10:218475502-218475926,80,0,0
NC_000001.10:218478258-218478578,100,2,0
NC_000001.10:218480755-218481093,87,0,0
NC_000001.10:218504176-218504579,51,0,0
NC_000001.10:218519871-218520523,132,1,0
NC_000001.10:218536466-218536822,44,1,0
NC_000001.10:218578376-218578892,149,1,0
NC_000001.10:218607426-218607927,163,3,0
NC_000001.10:218609252-218609614,68,1,0
NC_000001.10:218610526-218610864,24,2,0
NC_000001.10:218614504-218614845,103,0,0
NC_000001.10:218683233-218683589,31,3,0
NC_000001.10:218696708-218696978,12,0,0
NC_000001.10:218698605-218699026,99,5,0
NC_000001.10:219347155-219347484,41,1,0
NC_000001.10:219352402-219352743,92,2,0
NC_000001.10:219366327-219366677,62,0,0
NC_000001.10:219383763-219384083,43,1,0
NC_000001.10:219384729-219385212,119,0,0
NC_000001.10:219706267-219706608,94,0,0
NC_000001.10:220088647-220089388,205,1,0
NC_000001.10:220091438-220091868,108,3,0
NC_000001.10:220100236-220100559,79,0,0
NC_000001.10:220101002-220101912,149,0,0
NC_000001.10:220141944-220142587,90,0,0
NC_000001.10:220145304-220145669,42,0,0
NC_000001.10:220146484-220146849,57,0,0
NC_000001.10:220151796-220152149,41,2,0
NC_000001.10:220152650-220153012,72,0,0
NC_000001.10:220153323-220153664,82,3,0
NC_000001.10:220153970-220154311,30,1,0
NC_000001.10:220154587-220154928,52,1,0
NC_000001.10:220155935-220156294,55,2,0
NC_000001.10:220156463-220156801,24,1,0
NC_000001.10:220157410-220157733,100,1,0
NC_000001.10:220160435-220160847,41,1,0
NC_000001.10:220161848-220162260,64,1,0
NC_000001.10:220170279-220170774,58,2,0
NC_000001.10:220174378-220174701,18,0,0
NC_000001.10:220178509-220178859,58,1,0
NC_000001.10:220179346-220179693,62,1,0
NC_000001.10:220180466-220180813,78,0,0
NC_000001.10:220184170-220184520,48,0,0
NC_000001.10:220191305-220191995,64,0,0
NC_000001.10:220192194-220192553,59,1,0
NC_000001.10:220193222-220193652,106,1,0
NC_000001.10:220195611-220195937,139,2,0
NC_000001.10:220197511-220197831,39,1,0
NC_000001.10:220198367-220198696,42,1,0
NC_000001.10:220203599-220203961,73,2,0
NC_000001.10:220205620-220205973,24,1,0
NC_000001.10:220206761-220207084,60,1,0
NC_000001.10:220208130-220208483,76,2,0
NC_000001.10:220213408-220213731,51,0,0
NC_000001.10:220219631-220219993,31,4,0
NC_000001.10:220230974-220231300,13,1,0
NC_000001.10:220232094-220232435,78,2,0
NC_000001.10:220232920-220233246,69,4,0
NC_000001.10:220235947-220236324,67,3,0
NC_000001.10:220239210-220239551,36,0,0
NC_000001.10:220240544-220240906,33,0,0
NC_000001.10:220242580-220242909,46,1,0
NC_000001.10:220246085-220246456,74,1,0
NC_000001.10:220247185-220247544,36,1,0
NC_000001.10:220252953-220253306,76,3,0
NC_000001.10:220267370-220267945,31,0,0
NC_000001.10:220269364-220269699,73,1,0
NC_000001.10:220273748-220274086,54,1,0
NC_000001.10:220275394-220276224,213,1,0
NC_000001.10:220276683-220277009,47,1,0
NC_000001.10:220279163-220279534,73,1,0
NC_000001.10:220280299-220280649,48,3,0
NC_000001.10:220284043-220284408,43,0,0
NC_000001.10:220287569-220287910,102,0,0
NC_000001.10:220291029-220291349,24,0,4
NC_000001.10:220291365-220291706,20,4,4
NC_000001.10:220298448-220298801,66,1,0
NC_000001.10:220299930-220300283,52,0,0
NC_000001.10:220307640-220308002,59,1,0
NC_000001.10:220310053-220310394,82,1,0
NC_000001.10:220311135-220311506,71,4,0
NC_000001.10:220312222-220312563,81,2,0
NC_000001.10:220313336-220313677,80,0,0
NC_000001.10:220315006-220315374,54,0,0
NC_000001.10:220316160-220316510,50,2,0
NC_000001.10:220318735-220319100,46,2,0
NC_000001.10:220320716-220321196,130,3,0
NC_000001.10:220324462-220325111,177,1,0
NC_000001.10:220326416-220326867,91,0,0
NC_000001.10:220327164-220327529,74,3,0
NC_000001.10:220330532-220330974,93,3,3
NC_000001.10:220331023-220331379,29,4,3
NC_000001.10:220332540-220332875,62,1,0
NC_000001.10:220335438-220335764,39,2,0
NC_000001.10:220337947-220338294,23,2,0
NC_000001.10:220340596-220341177,142,3,0
NC_000001.10:220344120-220344565,44,2,0
NC_000001.10:220345078-220345413,76,0,0
NC_000001.10:220345802-220346143,52,1,0
NC_000001.10:220355430-220355804,22,1,1
NC_000001.10:220355977-220356410,87,2,1
NC_000001.10:220357281-220357604,24,1,0
NC_000001.10:220358871-220359203,61,4,0
NC_000001.10:220362835-220363185,36,4,2
NC_000001.10:220363283-220363920,104,2,2
NC_000001.10:220364260-220364687,86,0,0
NC_000001.10:220366491-220366826,56,1,0
NC_000001.10:220368245-220368773,112,3,0
NC_000001.10:220369469-220369810,70,1,0
NC_000001.10:220373821-220374174,16,0,0
NC_000001.10:220375530-220375868,26,1,0
NC_000001.10:220379105-220379428,45,1,0
NC_000001.10:220383550-220383879,59,0,0
NC_000001.10:220383993-220384343,49,0,0
NC_000001.10:220384514-220384882,67,1,0
NC_000001.10:220386079-220386411,77,0,0
NC_000001.10:220387111-220387470,45,0,0
NC_000001.10:220405979-220406323,104,0,0
NC_000001.10:220445518-220445889,22,2,0
NC_000001.10:220701904-220702352,61,1,0
NC_000001.10:220752676-220753020,116,1,0
NC_000001.10:220754260-220754598,14,1,0
NC_000001.10:220771449-220771796,32,1,0
NC_000001.10:220773069-220773392,36,1,0
NC_000001.10:220777307-220777645,57,1,0
NC_000001.10:220789136-220789471,13,0,0
NC_000001.10:220791609-220792193,152,0,0
NC_000001.10:220804251-220804616,68,2,0
NC_000001.10:220805381-220805743,30,0,0
NC_000001.10:220808604-220808969,37,2,2
NC_000001.10:220809081-220809455,65,2,2
NC_000001.10:220823881-220824258,87,5,0
NC_000001.10:220825273-220825617,34,0,0
NC_000001.10:220826397-220826830,93,4,0
NC_000001.10:220831005-220831352,5,0,0
NC_000001.10:220835047-220835643,98,1,0
NC_000001.10:220863594-220864110,17,0,0
NC_000001.10:220869868-220870245,65,2,0
NC_000001.10:220921717-220922138,20,4,0
NC_000001.10:220927506-220927844,77,2,0
NC_000001.10:220928197-220928550,76,1,0
NC_000001.10:220934878-220935234,29,0,0
NC_000001.10:220936152-220936496,75,2,0
NC_000001.10:220953240-220953694,50,1,0
NC_000001.10:220955020-220955364,64,4,0
NC_000001.10:220957115-220957527,158,3,0
NC_000001.10:220960093-220960600,7,1,0
NC_000001.10:220964819-220965154,71,4,0
NC_000001.10:220969959-220970297,66,3,0
NC_000001.10:220971195-220971684,126,1,0
NC_000001.10:220978358-220978785,64,1,0
NC_000001.10:220982081-220982443,68,1,0
NC_000001.10:220986505-220986935,106,3,0
NC_000001.10:221053002-221053906,110,1,0
NC_000001.10:221054359-221054863,253,3,0
NC_000001.10:221055434-221055769,32,0,0
NC_000001.10:221057461-221058226,116,1,0
NC_000001.10:221507092-221507460,104,3,0
NC_000001.10:221509167-221509576,89,1,0
NC_000001.10:221875596-221876124,128,0,0
NC_000001.10:221879295-221879802,51,0,0
NC_000001.10:221912248-221913238,191,0,0
NC_000001.10:222695761-222696277,91,0,0
NC_000001.10:222696885-222697232,70,3,0
NC_000001.10:222700125-222700460,66,1,0
NC_000001.10:222705274-222705627,48,0,0
NC_000001.10:222711859-222712191,20,0,0
NC_000001.10:222713199-222713721,122,1,0
NC_000001.10:222715325-222715651,49,2,0
NC_000001.10:222716756-222717586,194,0,0
NC_000001.10:222720950-222721537,107,3,0
NC_000001.10:222731832-222732232,46,0,0
NC_000001.10:222734625-222734999,49,0,0
NC_000001.10:222736434-222736766,77,3,0
NC_000001.10:222737195-222737533,45,0,0
NC_000001.10:222742626-222743068,67,1,0
NC_000001.10:222743796-222744137,34,1,0
NC_000001.10:222750719-222751060,85,1,0
NC_000001.10:222752907-222753281,89,3,0
NC_000001.10:222757409-222757759,45,0,0
NC_000001.10:222761663-222762019,74,0,0
NC_000001.10:222791365-222791712,8,0,0
NC_000001.10:222794356-222794715,40,2,0
NC_000001.10:222797932-222798270,43,0,0
NC_000001.10:222800753-222803755,897,1,0
NC_000001.10:222805460-222805816,94,2,0
NC_000001.10:222806313-222806675,46,3,0
NC_000001.10:222817654-222817995,33,1,0
NC_000001.10:222818787-222819122,127,3,0
NC_000001.10:222821036-222821416,26,1,0
NC_000001.10:222822057-222822416,108,3,0
NC_000001.10:222823472-222823816,46,1,0
NC_000001.10:222823910-222824340,118,2,0
NC_000001.10:222825310-222825823,93,1,0
NC_000001.10:222826263-222826776,98,3,0
NC_000001.10:222827508-222828249,258,4,0
NC_000001.10:222831915-222832247,88,0,0
NC_000001.10:222832696-222833766,240,3,0
NC_000001.10:222835383-222835807,60,0,0
NC_000001.10:222837170-222837514,86,3,0
NC_000001.10:222838449-222839107,153,0,0
NC_000001.10:222843237-222843759,106,2,0
NC_000001.10:222846665-222846935,14,1,0
NC_000001.10:222849457-222849727,67,4,0
NC_000001.10:222860277-222860547,15,1,0
NC_000001.10:222860948-222861218,9,1,0
NC_000001.10:222867057-222867395,34,1,0
NC_000001.10:222867478-222867828,22,0,0
NC_000001.10:222876474-222876744,29,0,0
NC_000001.10:222885872-222886216,55,1,0
NC_000001.10:222888948-222889274,42,1,0
NC_000001.10:222892114-222892449,83,4,4
NC_000001.10:222892540-222892887,57,5,4
NC_000001.10:222895606-222895950,55,1,0
NC_000001.10:222897294-222897632,69,4,0
NC_000001.10:222898642-222898989,77,3,0
NC_000001.10:222900385-222900714,13,1,0
NC_000001.10:222901994-222902332,34,3,0
NC_000001.10:222902833-222903168,71,3,1
NC_000001.10:222903271-222903606,58,1,1
NC_000001.10:222904612-222904956,75,1,0
NC_000001.10:222905880-222906227,38,0,0
NC_000001.10:222919735-222920082,45,3,0
NC_000001.10:222920214-222920558,40,0,0
NC_000001.10:222922252-222922599,89,2,2
NC_000001.10:222922665-222923030,95,4,6
NC_000001.10:222923111-222923624,106,5,4
NC_000001.10:223116041-223116717,304,4,0
NC_000001.10:223152847-223153182,74,2,0
NC_000001.10:223156330-223156680,43,0,0
NC_000001.10:223163841-223164212,125,6,0
NC_000001.10:223164714-223165064,57,4,3
NC_000001.10:223165183-223165557,85,5,3
NC_000001.10:223168145-223168513,34,1,0
NC_000001.10:223175710-223179500,1264,3,0
NC_000001.10:223283633-223286478,864,4,0
NC_000001.10:223394141-223394669,163,2,0
NC_000001.10:223395261-223395697,86,0,0
NC_000001.10:223396561-223397127,84,1,0
NC_000001.10:223400766-223401113,20,0,0
NC_000001.10:223402411-223402737,69,2,0
NC_000001.10:223408166-223408540,55,2,0
NC_000001.10:223410011-223410340,28,0,0
NC_000001.10:223437851-223438210,73,1,0
NC_000001.10:223441683-223442054,33,0,0
NC_000001.10:223465654-223465995,42,3,0
NC_000001.10:223532184-223532454,58,2,0
NC_000001.10:223533360-223533698,43,2,0
NC_000001.10:223536580-223536918,78,0,0
NC_000001.10:223566673-223568863,230,1,0
NC_000001.10:223711285-223711605,13,0,0
NC_000001.10:223712635-223712973,47,1,0
NC_000001.10:223714968-223715238,19,0,0
NC_000001.10:223716278-223716637,76,3,0
NC_000001.10:223717296-223717619,46,2,0
NC_000001.10:223717952-223718326,43,2,1
NC_000001.10:223718406-223718774,90,2,1
NC_000001.10:223722512-223722942,71,2,0
NC_000001.10:223724176-223724576,96,1,0
NC_000001.10:223797819-223798089,20,0,0
NC_000001.10:223799671-223800095,92,1,0
NC_000001.10:223803348-223803840,193,2,0
NC_000001.10:223805698-223806024,38,1,0
NC_000001.10:223806959-223807294,24,0,0
NC_000001.10:223807740-223808066,93,3,0
NC_000001.10:223810264-223810602,51,2,0
NC_000001.10:223813310-223813648,88,1,0
NC_000001.10:223814662-223814994,62,1,0
NC_000001.10:223815587-223815910,54,1,0
NC_000001.10:223816184-223816522,55,2,0
NC_000001.10:223830380-223830721,71,1,0
NC_000001.10:223841822-223842196,79,4,0
NC_000001.10:223852976-223853513,74,0,0
NC_000001.10:223889269-223889539,10,2,0
NC_000001.10:223900201-223900607,40,0,0
NC_000001.10:223905380-223905733,29,3,0
NC_000001.10:223918388-223918759,38,2,0
NC_000001.10:223931658-223932008,49,0,0
NC_000001.10:223932914-223933237,60,2,0
NC_000001.10:223934532-223934903,43,1,0
NC_000001.10:223936616-223936963,48,1,0
NC_000001.10:223938441-223938767,36,1,0
NC_000001.10:223939587-223939949,44,0,0
NC_000001.10:223940351-223940683,93,0,0
NC_000001.10:223943058-223943423,32,1,0
NC_000001.10:223944063-223944401,45,2,0
NC_000001.10:223944871-223945212,67,3,0
NC_000001.10:223946815-223947242,120,3,0
NC_000001.10:223949146-223949502,32,1,0
NC_000001.10:223949811-223950152,79,2,0
NC_000001.10:223951744-223952085,61,0,0
NC_000001.10:223953892-223954239,79,4,0
NC_000001.10:223957476-223957826,49,1,0
NC_000001.10:223958009-223958359,100,2,0
NC_000001.10:223959342-223960011,101,0,0
NC_000001.10:223962428-223962766,74,4,0
NC_000001.10:223968292-223968719,65,2,0
NC_000001.10:223971801-223972145,79,2,0
NC_000001.10:223976587-223976943,112,1,0
NC_000001.10:223979916-223980257,76,1,0
NC_000001.10:223980916-223981272,29,2,0
NC_000001.10:223983481-223984444,218,0,0
NC_000001.10:223985860-223986533,139,3,0
NC_000001.10:223987484-223987861,55,4,0
NC_000001.10:223988281-223988637,57,1,0
NC_000001.10:223989782-223990203,80,0,0
NC_000001.10:223990408-223990740,90,4,0
NC_000001.10:223990954-223991298,12,0,0
NC_000001.10:223991766-223992104,74,1,0
NC_000001.10:223994497-223994829,71,1,0
NC_000001.10:223998028-223998378,63,1,0
NC_000001.10:224001819-224002169,70,4,0
NC_000001.10:224008858-224009270,108,4,0
NC_000001.10:224033274-224033633,9,0,0
NC_000001.10:224301707-224302229,43,1,0
NC_000001.10:224318086-224318418,82,5,0
NC_000001.10:224321714-224322037,53,1,0
NC_000001.10:224340766-224341122,61,4,0
NC_000001.10:224344910-224345589,191,5,0
NC_000001.10:224362927-224363198,28,9,2
NC_000001.10:224363423-224363743,40,12,2
NC_000001.10:224370824-224371233,8,1,0
NC_000001.10:224377233-224378119,286,1,0
NC_000001.10:224379947-224380362,37,0,0
NC_000001.10:224415114-224415384,11,1,0
NC_000001.10:224418859-224419206,33,1,0
NC_000001.10:224420768-224421121,17,0,0
NC_000001.10:224424007-224424366,71,1,0
NC_000001.10:224437716-224438066,22,1,0
NC_000001.10:224444602-224444946,19,0,0
NC_000001.10:224455613-224455972,66,2,0
NC_000001.10:224462913-224463275,73,3,0
NC_000001.10:224468659-224468997,45,0,0
NC_000001.10:224473592-224473969,41,3,0
NC_000001.10:224475427-224475845,87,0,0
NC_000001.10:224477098-224477537,87,1,0
NC_000001.10:224481820-224482143,83,5,0
NC_000001.10:224484119-224484451,31,3,0
NC_000001.10:224488100-224488471,53,1,0
NC_000001.10:224489412-224489682,18,0,0
NC_000001.10:224490650-224490920,21,0,0
NC_000001.10:224491271-224491591,79,2,0
NC_000001.10:224492225-224492599,73,14,21
NC_000001.10:224492602-224492934,108,7,21
NC_000001.10:224495637-224496061,41,1,0
NC_000001.10:224499325-224499675,29,1,0
NC_000001.10:224500760-224501030,2,0,0
NC_000001.10:224505229-224505680,43,1,0
NC_000001.10:224513882-224514244,79,2,0
NC_000001.10:224517683-224518009,47,2,0
NC_000001.10:224544377-224544754,71,2,0
NC_000001.10:224548130-224548459,25,1,0
NC_000001.10:224553440-224553778,84,6,0
NC_000001.10:224558954-224559274,50,0,0
NC_000001.10:224563377-224563745,49,0,0
NC_000001.10:224566509-224567022,171,4,0
NC_000001.10:224577268-224577674,63,1,0
